_5601.dat hhi .00790480975600610527 .01045614566466306777 .01329388640672725049 .01270061556416076664 .01401838950402714987 .01370966746275181049 .00856593312876519118
_5601.dat cnsm 55248641 52414173 49097839 41442669 19953480 13284535 48104618
_5601.dat cor -0.7254845
_5801.dat hhi .00087904425955696111 .00093347381394185336 .00108640424961431707 .00113161231176138565 .00327452721176005457 .00541667629977048300 .00109573149771047967
_5801.dat cnsm 26586605 25664464 23818658 19334696 7297077 3927520 22510853
_5801.dat cor -0.9464988
_5806.dat hhi .00064485164456712662 .00067774200949807744 .00069846543012746668 .00076276067712388340 .00186225921307542539 .00168855592885720112 .00064486032868659935
_5806.dat cnsm 60598223 58767914 54945582 46146597 15939217 6256569 51961029
_5806.dat cor -0.9610637
_5905.dat hhi .00087015801212860038 .00102069757004547165 .00122291379193364949 .00252676104997694139 .00266872460890948728 .00352962999757907660 .00109040852755323394
_5905.dat cnsm 74387189 71434977 61518259 49883945 21036285 17402366 63924711
_5905.dat cor -0.9417223
_6302.dat hhi .00097462966991438690 .00114230274488351984 .00109979271192571545 .00137356547403596881 .00182151079454094334 .00258208750347267607 .00123288804880334134
_6302.dat cnsm 31751384 30422155 28622126 23471071 9515261 5749864 27603616
_6302.dat cor -0.953355
_6401.dat hhi .00034907245921018851 .00035944082157583018 .00041114327282560850 .00051467804582917158 .00081731632637959130 .00091988007753228993 .00039712290663273885
_6401.dat cnsm 53970961 51967596 47217256 39096589 13638371 7899534 46501124
_6401.dat cor -0.9976415
_6423.dat hhi .00043965990016081654 .00044163034056934879 .00050252329919448914 .00061353315159026201 .00111629992472376748 .00164079367107093379 .00055585845875763835
_6423.dat cnsm 34410359 33308362 29200515 21773496 7017017 4339378 30247877
_6423.dat cor -0.9414832
_6707.dat hhi .00282640236199799902 .00271504805448260187 .00268332836118284298 .00293360277097416042 .00309899090216623412 .00284314136286888611 .00259335071222397796
_6707.dat cnsm 120294320 118624774 107220055 92693471 57031518 59430979 189516823
_6707.dat cor -0.8018289
_7001.dat hhi .00495986940709668475 .00546674426514035511 .00543265240090512788 .00722872154797533771 .01968358645788495850 .01892524431457210475 .00813528323730169436
_7001.dat cnsm 96786615 106498872 109928239 86972679 47934974 108715839 38201577
_7001.dat cor -0.2897967
_7708.dat hhi .00167166818757106650 .00182264361464633703 .00173861171470938936 .00187385319953079991 .00321193920692050656 .00420937667231415058 .00268865524554818381
_7708.dat cnsm 24176013 22952853 21146442 18375969 10083864 7602526 22507446
_7708.dat cor -0.8774148
_7801.dat hhi .00231693125408700175 .00250680352454361472 .00283990248791572751 .00345010684247344718 .00533358294207675422 .00574596119440013186 .00518668526328500731
_7801.dat cnsm 29005669 29857842 31440447 27589436 13817699 8351777 20166410
_7801.dat cor -0.9374892
_8203.dat hhi .00283090650656593181 .00304524101010454398 .00168728948216814495 .00169551352189719848 .00260206168457598226 .00388879427970059842 .00270491176499767634
_8203.dat cnsm 408010427 411623021 414035037 383070011 263105252 171270737 426642146
_8203.dat cor -0.5979618
_8204.dat hhi .00059127183312282189 .00060967696203901730 .00061930346163895823 .00065181911470899299 .00102702694101180122 .00144980073590283641 .00066446157094123033
_8204.dat cnsm 815846891 794536512 765638994 661967507 344012217 234456461 717400143
_8204.dat cor -0.9579827
