5491722	382572	0.2269129287598944591029023747	860	3790
1233866	382572	0.1923482849604221635883905013	729	3790
2375966	382572	0.0598944591029023746701846966	227	3790
1377198	382572	0.5208443271767810026385224274	1974	3790
5491722	575356	0.5575501583949313621964097149	528	947
367316	575356	0.2206969376979936642027455121	209	947
2099358	575356	0.221752903907074973600844773	210	947
1364218	6119011	0.7947323217864300028628685943	2776	3493
2201467	6119011	0.1711995419410249069567706842	598	3493
2208845	6119011	0.0340681362725450901803607214	119	3493
3494776	13001364	0.7	105	150
5725402	13001364	0.3	45	150
2808886	1316094	0.1874084919472913616398243045	128	683
3494776	1316094	0.4509516837481698389458272328	308	683
884503	1316094	0.2079062957540263543191800878	142	683
1185946	1316094	0.1537335285505124450951683748	105	683
2808886	1316095	0.2761020881670533642691415313	119	431
3494776	1316095	0.7238979118329466357308584687	312	431
1996215	1316104	0.9115815691158156911581569116	3660	4015
3494776	1316104	0.0318804483188044831880448319	128	4015
5725402	1316104	0.0191780821917808219178082192	77	4015
884503	1316104	0.0373599003735990037359900374	150	4015
1996215	1316110	0.0310512532734754956977179199	166	5346
2808886	1316110	0.1838757949869060980172091283	983	5346
3494776	1316110	0.1451552562663673774784885896	776	5346
5725402	1316110	0.1200897867564534231200897868	642	5346
884503	1316110	0.2188552188552188552188552189	1170	5346
5354614	1316110	0.3009726898615787504676393565	1609	5346
1996215	1316112	0.3628865979381443298969072165	176	485
3494776	1316112	0.1525773195876288659793814433	74	485
5362369	1316112	0.4845360824742268041237113402	235	485
2808886	2347422	0.118861863240018357044515833	518	4358
884503	2347422	0.0305185865075722808627810922	133	4358
2960367	2347422	0.2411656723267553923818265259	1051	4358
5354614	2347422	0.1422670949977053694355208811	620	4358
5362369	2347422	0.4671867829279486002753556677	2036	4358
1996215	2383629	0.5070422535211267605633802817	108	213
3494776	2383629	0.4929577464788732394366197183	105	213
1996215	334197	0.0365296803652968036529680365	1408	38544
2808886	334197	0.0392538397675383976753839768	1513	38544
3494776	334197	0.0238428808634288086342880863	919	38544
5725402	334197	0.2645288501452885014528850145	10196	38544
2960367	334197	0.2702625570776255707762557078	10417	38544
5354614	334197	0.1775114155251141552511415525	6842	38544
1185946	334197	0.0761726857617268576172685762	2936	38544
5362369	334197	0.1118980904939809049398090494	4313	38544
2808886	334200	0.0507181692769617787876328816	625	12323
3494776	334200	0.0651627038870404933863507263	803	12323
5725402	334200	0.1407936379128458979144688793	1735	12323
2960367	334200	0.0948632638156293110443885418	1169	12323
5354614	334200	0.3653331169358110849630771728	4502	12323
1185946	334200	0.1598636695609835267386188428	1970	12323
5362369	334200	0.1232654386107279071654629554	1519	12323
1996215	3465255	0.5590163934426229508196721311	341	610
2808886	3465255	0.2327868852459016393442622951	142	610
3494776	3465255	0.2081967213114754098360655738	127	610
1996215	37346886	0.6794439764111204717775905644	1613	2374
3494776	37346886	0.3205560235888795282224094356	761	2374
884503	37418200	0.8639455782312925170068027211	381	441
2960367	37418200	0.1360544217687074829931972789	60	441
1996215	3780705	0.1354600092464170134073046694	293	2163
2808886	3780705	0.8645399907535829865926953306	1870	2163
1996215	3780729	0.675126903553299492385786802	665	985
2808886	3780729	0.1289340101522842639593908629	127	985
5362369	3780729	0.195939086294416243654822335	193	985
1996215	382463	0.0977360574268360022087244616	177	1811
2789707	382463	0.0651573716178906681391496411	118	1811
465637	382463	0.5008282716731087796797349531	907	1811
2645836	382463	0.0806184428492545554942020983	146	1811
5320268	382463	0.0673660960795140806184428493	122	1811
5362369	382463	0.1882937603533959138597459967	341	1811
2808886	4016350	0.3391812865497076023391812865	58	171
3494776	4016350	0.6608187134502923976608187135	113	171
884503	5465113	0.2797335870599429115128449096	294	1051
2960367	5465113	0.3044719314938154138915318744	320	1051
5354614	5465113	0.2749762131303520456707897241	289	1051
1185946	5465113	0.1408182683158896289248334919	148	1051
1996215	8473475	0.2766860205448861098704778919	1239	4478
2808886	8473475	0.1297454220634211701652523448	581	4478
3494776	8473475	0.1078606520768200089325591782	483	4478
5725402	8473475	0.4392585975882090218847699866	1967	4478
5354614	8473475	0.0464493077266636891469405985	208	4478
5725402	8503275	0.1076923076923076923076923077	56	520
5354614	8503275	0.8923076923076923076923076923	464	520
1996215	8503345	0.301387797852841057868551977	1151	3819
2808886	8503345	0.0617962817491489918826918041	236	3819
3494776	8503345	0.2822728462948415815658549358	1078	3819
5725402	8503345	0.0405865409793139565331238544	155	3819
5354614	8503345	0.3139565331238544121497774286	1199	3819
1996215	8539632	0.0667120490129339686861810756	98	1469
2808886	8539632	0.3029271613342409802586793737	445	1469
5362369	8539632	0.6303607896528250510551395507	926	1469
1996215	8539765	0.1422087745839636913767019667	94	661
2808886	8539765	0.4024205748865355521936459909	266	661
3494776	8539765	0.1497730711043872919818456884	99	661
5725402	8539765	0.0937972768532526475037821483	62	661
2960367	8539765	0.2118003025718608169440242057	140	661
3494776	8539766	0.8155893536121673003802281369	429	526
5725402	8539766	0.1844106463878326996197718631	97	526
2001910	1048196	0.6796116504854368932038834951	420	618
5619350	1048196	0.3203883495145631067961165049	198	618
5472518	135402	0.3610906411201179071481208548	490	1357
2375966	135402	0.2748710390567428150331613854	373	1357
367316	135402	0.3640383198231392778187177598	494	1357
2001910	135437	0.0314960629921259842519685039	472	14986
1160354	135437	0.3650073401841718937675163486	5470	14986
5619350	135437	0.0194848525290270919524889897	292	14986
497409	135437	0.099159215267583077539036434	1486	14986
1377198	135437	0.4848525290270919524889897237	7266	14986
704484	135449	0.5298445308162132148806218767	3817	7204
1160354	135449	0.083287062742920599666851749	600	7204
2375966	135449	0.0397001665741254858411993337	286	7204
1230260	135449	0.0880066629650194336479733481	634	7204
497409	135449	0.1342309827873403664630760689	967	7204
1377198	135449	0.1249305941143808995002776235	900	7204
2001910	1758956	0.1836141778036025566531086578	632	3442
2431083	1758956	0.8163858221963974433468913422	2810	3442
2001910	179592	0.1812070398066319208399425939	2399	13239
1990377	179592	0.3465518543696653825817659944	4588	13239
1273060	179592	0.0175995165798020998564846287	233	13239
1233866	179592	0.0183548606390210740992522094	243	13239
2297711	179592	0.3802401994108316338092000906	5034	13239
5272520	179592	0.0213762368758969710703225319	283	13239
367316	179592	0.0066470277211269733363547096	88	13239
5260898	179592	0.0280232645970239444066772415	371	13239
1160354	213679	0.2483619344773790951638065523	796	3205
2375966	213679	0.0346333853354134165366614665	111	3205
3204947	213679	0.0180967238689547581903276131	58	3205
2201467	213679	0.3778471138845553822152886115	1211	3205
3597146	213679	0.2758190327613104524180967239	884	3205
5786088	213679	0.0452418096723868954758190328	145	3205
2001910	3108767	0.6713780918727915194346289753	190	283
